"resultId"	"raceId"	"piloteId"	"constructorId"	"numb"	"grid"	"post"	"positionText"	"positionOrder"	"points"	"laps"	"temps"	"fastestLap"	"level"	"fastestLapTime"	"fastestLapSpeed"	"statusId"	"pilote_Id"	"statue_Id"	"circuits_Id"	"qualif_Id"	"standing_Id"
235	29	10	7	12	13	7	7	7	"2.0"	57	"+1:07.990"	54	8	"01:39.5"	"195.995"	1	10	235	235	235	235
236	29	3	3	7	9	8	8	8	"1.0"	57	"+1:11.457"	35	10	"01:39.6"	"195.912"	1	3	236	236	236	236
237	29	2	2	3	8	9	9	9	"0.0"	57	"+1:22.177"	57	7	"01:39.5"	"196.013"	1	2	237	237	237	237
238	29	7	5	14	10	10	10	10	"0.0"	57	"+1:29.794"	35	11	"01:39.6"	"195.79"	1	7	238	238	238	238
239	29	12	4	6	15	11	11	11	"0.0"	57	"+1:32.717"	29	9	"01:39.5"	"195.977"	1	12	239	239	239	239
240	29	17	9	10	14	12	12	12	"0.0"	56		27	14	"01:40.3"	"194.57"	11	17	240	240	240	240
241	29	18	11	16	16	13	13	13	"0.0"	56		21	18	"01:40.8"	"193.606"	11	18	241	241	241	241
242	29	21	10	21	18	14	14	14	"0.0"	56		54	15	"01:40.4"	"194.397"	11	21	242	242	242	242
243	29	6	3	8	11	15	15	15	"0.0"	56		56	13	"01:39.8"	"195.469"	11	6	243	243	243	243
244	29	22	11	17	19	16	16	16	"0.0"	56		56	16	"01:40.6"	"193.933"	11	22	244	244	244	244
245	29	14	9	9	17	17	17	17	"0.0"	56		13	19	"01:41.0"	"193.194"	11	14	245	245	245	245
246	29	8	6	1	4	0	"R"	18	"0.0"	45		34	5	"01:39.4"	"196.214"	5	8	246	246	246	246
247	29	16	10	20	20	0	"R"	19	"0.0"	41		28	17	"01:40.7"	"193.802"	3	16	247	247	247	247
248	29	4	4	5	12	0	"R"	20	"0.0"	0		0	0			4	4	248	248	248	248
249	30	13	6	2	2	1	1	1	"10.0"	44	"22:59.4"	26	3	"01:48.2"	"232.987"	1	13	249	249	249	249
250	30	2	2	3	5	2	2	2	"8.0"	44	"9.383"	36	7	"01:49.1"	"231.182"	1	2	250	250	250	250
251	30	1	1	22	1	3	3	3	"6.0"	44	"10.539"	20	2	"01:48.1"	"233.175"	1	1	251	251	251	251
252	30	4	4	5	6	4	4	4	"5.0"	44	"14.478"	25	9	"01:49.2"	"230.82"	1	4	252	252	252	252
253	30	20	5	15	10	5	5	5	"4.0"	44	"14.576"	16	8	"01:49.1"	"231.142"	1	20	253	253	253	253
254	30	9	2	4	8	6	6	6	"3.0"	44	"15.037"	36	5	"01:49.0"	"231.399"	1	9	254	254	254	254
255	30	7	5	14	9	7	7	7	"2.0"	44	"16.735"	31	6	"01:49.0"	"231.32"	1	7	255	255	255	255
256	30	17	9	10	7	8	8	8	"1.0"	44	"42.776"	34	10	"01:49.5"	"230.236"	1	17	256	256	256	256
257	30	10	7	12	13	9	9	9	"0.0"	44	"+1:07.045"	37	12	"01:50.3"	"228.691"	1	10	257	257	257	257
258	30	5	1	23	3	10	10	10	"0.0"	43		35	4	"01:48.2"	"232.985"	6	5	258	258	258	258
259	30	14	9	9	14	11	11	11	"0.0"	43		19	11	"01:50.2"	"228.853"	11	14	259	259	259	259
260	30	3	3	7	15	12	12	12	"0.0"	43		32	15	"01:50.7"	"227.862"	11	3	260	260	260	260
261	30	16	10	20	18	13	13	13	"0.0"	43		27	13	"01:50.5"	"228.211"	11	16	261	261	261	261
262	30	6	3	8	19	14	14	14	"0.0"	43		35	17	"01:51.0"	"227.218"	11	6	262	262	262	262
263	30	18	11	16	17	15	15	15	"0.0"	43		19	16	"01:50.7"	"227.832"	11	18	263	263	263	263
264	30	15	7	11	11	16	16	16	"0.0"	43		32	14	"01:50.5"	"228.095"	11	15	264	264	264	264
265	30	21	10	21	20	17	17	17	"0.0"	43		17	19	"01:51.7"	"225.731"	11	21	265	265	265	265
266	30	8	6	1	4	18	18	18	"0.0"	42		24	1	"01:47.9"	"233.618"	20	8	266	266	266	266
267	30	22	11	17	16	0	"R"	19	"0.0"	19		10	20	"01:52.1"	"224.983"	6	22	267	267	267	267
268	30	12	4	6	12	0	"R"	20	"0.0"	13		12	18	"01:51.1"	"226.915"	20	12	268	268	268	268
269	31	20	5	15	1	1	1	1	"10.0"	53	"26:47.5"	53	14	"01:30.5"	"230.414"	1	20	269	269	269	269
270	31	5	1	23	2	2	2	2	"8.0"	53	"12.512"	53	13	"01:30.3"	"230.95"	1	5	270	270	270	270
271	31	9	2	4	11	3	3	3	"6.0"	53	"20.471"	52	12	"01:30.3"	"230.955"	1	9	271	271	271	271
272	31	4	4	5	8	4	4	4	"5.0"	53	"23.903"	51	9	"01:30.0"	"231.82"	1	4	272	272	272	272
273	31	2	2	3	10	5	5	5	"4.0"	53	"27.748"	53	6	"01:29.8"	"232.217"	1	2	273	273	273	273
274	31	13	6	2	6	6	6	6	"3.0"	53	"28.816"	52	4	"01:29.7"	"232.505"	1	13	274	274	274	274
275	31	1	1	22	15	7	7	7	"2.0"	53	"29.912"	52	5	"01:29.7"	"232.44"	1	1	275	275	275	275
276	31	17	9	10	3	8	8	8	"1.0"	53	"32.048"	52	3	"01:29.7"	"232.544"	1	17	276	276	276	276
277	31	8	6	1	14	9	9	9	"0.0"	53	"39.468"	53	1	"01:28.0"	"236.859"	1	8	277	277	277	277
278	31	12	4	6	17	10	10	10	"0.0"	53	"54.445"	53	16	"01:30.9"	"229.38"	1	12	278	278	278	278
279	31	10	7	12	9	11	11	11	"0.0"	53	"58.888"	53	8	"01:29.9"	"231.853"	1	10	279	279	279	279
280	31	6	3	8	18	12	12	12	"0.0"	53	"+1:02.015"	53	11	"01:30.2"	"231.167"	1	6	280	280	280	280
281	31	15	7	11	7	13	13	13	"0.0"	53	"+1:05.954"	52	15	"01:30.9"	"229.544"	1	15	281	281	281	281
282	31	3	3	7	5	14	14	14	"0.0"	53	"+1:08.635"	53	10	"01:30.0"	"231.671"	1	3	282	282	282	282
283	31	18	11	16	19	15	15	15	"0.0"	53	"+1:13.370"	52	7	"01:29.8"	"232.166"	1	18	283	283	283	283
284	31	14	9	9	13	16	16	16	"0.0"	52		49	17	"01:32.5"	"225.557"	11	14	284	284	284	284
285	31	22	11	17	16	17	17	17	"0.0"	52		42	19	"01:33.9"	"222.053"	11	22	285	285	285	285
286	31	7	5	14	4	18	18	18	"0.0"	52		52	2	"01:29.3"	"233.646"	11	7	286	286	286	286
287	31	16	10	20	20	19	19	19	"0.0"	51		51	18	"01:33.5"	"223.146"	12	16	287	287	287	287
288	31	21	10	21	12	0	"R"	20	"0.0"	11		6	20	"01:37.3"	"214.326"	3	21	288	288	288	288
289	32	4	4	5	15	1	1	1	"10.0"	61	"57:16.3"	55	3	"01:45.8"	"172.464"	1	4	289	289	289	289
290	32	3	3	7	8	2	2	2	"8.0"	61	"2.957"	39	5	"01:46.5"	"171.352"	1	3	290	290	290	290
291	32	1	1	22	2	3	3	3	"6.0"	61	"5.917"	14	4	"01:46.1"	"171.969"	1	1	291	291	291	291
292	32	10	7	12	7	4	4	4	"5.0"	61	"8.155"	50	8	"01:47.0"	"170.408"	1	10	292	292	292	292
293	32	20	5	15	6	5	5	5	"4.0"	61	"10.268"	13	9	"01:47.3"	"170.047"	1	20	293	293	293	293
294	32	2	2	3	9	6	6	6	"3.0"	61	"11.101"	14	11	"01:47.3"	"169.992"	1	2	294	294	294	294
295	32	14	9	9	14	7	7	7	"2.0"	61	"16.387"	41	13	"01:47.6"	"169.587"	1	14	295	295	295	295
296	32	6	3	8	10	8	8	8	"1.0"	61	"18.489"	13	10	"01:47.3"	"170.022"	1	6	296	296	296	296
297	32	18	11	16	12	9	9	9	"0.0"	61	"19.885"	61	15	"01:48.1"	"168.7"	1	18	297	297	297	297
298	32	5	1	23	5	10	10	10	"0.0"	61	"26.902"	14	12	"01:47.3"	"169.943"	1	5	298	298	298	298
299	32	9	2	4	4	11	11	11	"0.0"	61	"27.975"	14	6	"01:46.9"	"170.639"	1	9	299	299	299	299
300	32	7	5	14	17	12	12	12	"0.0"	61	"29.432"	29	14	"01:47.8"	"169.181"	1	7	300	300	300	300
301	32	13	6	2	1	13	13	13	"0.0"	61	"35.17"	13	2	"01:45.8"	"172.482"	1	13	301	301	301	301
302	32	21	10	21	20	14	14	14	"0.0"	61	"43.571"	28	16	"01:49.1"	"167.195"	1	21	302	302	302	302
303	32	8	6	1	3	15	15	15	"0.0"	57		14	1	"01:45.6"	"172.74"	3	8	303	303	303	303
304	32	15	7	11	11	0	"R"	16	"0.0"	50		32	7	"01:47.0"	"170.523"	9	15	304	304	304	304
305	32	16	10	20	19	0	"R"	17	"0.0"	49		38	18	"01:49.3"	"166.936"	3	16	305	305	305	305
306	32	17	9	10	13	0	"R"	18	"0.0"	29		13	17	"01:49.2"	"167.069"	7	17	306	306	306	306
307	32	22	11	17	18	0	"R"	19	"0.0"	14		13	19	"01:50.3"	"165.348"	26	22	307	307	307	307
308	32	12	4	6	16	0	"R"	20	"0.0"	13		13	20	"01:50.4"	"165.154"	3	12	308	308	308	308
309	33	4	4	5	4	1	1	1	"10.0"	67	"30:21.9"	41	3	"01:19.1"	"207.668"	1	4	309	309	309	309
310	33	9	2	4	6	2	2	2	"8.0"	67	"5.283"	16	7	"01:19.3"	"207.168"	1	9	310	310	310	310
311	33	8	6	1	2	3	3	3	"6.0"	67	"6.4"	66	2	"01:19.0"	"207.947"	1	8	311	311	311	311
312	33	12	4	6	12	4	4	4	"5.0"	67	"20.57"	54	4	"01:19.2"	"207.411"	1	12	312	312	312	312
313	33	15	7	11	7	5	5	5	"4.0"	67	"23.767"	18	9	"01:19.5"	"206.564"	1	15	313	313	313	313
314	33	20	5	15	9	6	6	6	"3.0"	67	"39.207"	21	12	"01:19.6"	"206.322"	1	20	314	314	314	314
315	33	13	6	2	5	7	7	7	"2.0"	67	"46.158"	55	1	"01:18.4"	"209.456"	1	13	315	315	315	315
316	33	17	9	10	13	8	8	8	"1.0"	67	"50.811"	30	13	"01:19.8"	"205.798"	1	17	316	316	316	316
317	33	2	2	3	16	9	9	9	"0.0"	67	"54.12"	67	8	"01:19.5"	"206.727"	1	2	317	317	317	317
318	33	7	5	14	10	10	10	10	"0.0"	67	"59.085"	49	6	"01:19.3"	"207.246"	1	7	318	318	318	318
319	33	3	3	7	15	11	11	11	"0.0"	67	"+1:02.096"	66	10	"01:19.5"	"206.545"	1	3	319	319	319	319
320	33	1	1	22	1	12	12	12	"0.0"	67	"+1:18.900"	65	11	"01:19.6"	"206.47"	1	1	320	320	320	320
321	33	22	11	17	17	13	13	13	"0.0"	66		66	16	"01:20.6"	"203.869"	11	22	321	321	321	321
322	33	18	11	16	18	14	14	14	"0.0"	66		66	17	"01:20.8"	"203.178"	11	18	322	322	322	322
323	33	6	3	8	14	15	15	15	"0.0"	66		32	15	"01:20.4"	"204.404"	11	6	323	323	323	323
324	33	21	10	21	20	0	"R"	16	"0.0"	21		20	19	"01:21.6"	"201.365"	6	21	324	324	324	324
325	33	5	1	23	3	0	"R"	17	"0.0"	16		12	5	"01:19.3"	"207.257"	5	5	325	325	325	325
326	33	16	10	20	19	0	"R"	18	"0.0"	8		6	18	"01:21.2"	"202.327"	27	16	326	326	326	326
327	33	10	7	12	8	0	"R"	19	"0.0"	6		4	14	"01:20.3"	"204.685"	28	10	327	327	327	327
328	33	14	9	9	11	0	"R"	20	"0.0"	0		0	0			4	14	328	328	328	328
329	34	1	1	22	1	1	1	1	"10.0"	56	"31:57.4"	13	1	"01:36.3"	"203.722"	1	1	329	329	329	329
330	34	13	6	2	3	2	2	2	"8.0"	56	"14.925"	36	4	"01:36.6"	"203.161"	1	13	330	330	330	330
331	34	8	6	1	2	3	3	3	"6.0"	56	"16.445"	14	2	"01:36.5"	"203.389"	1	8	331	331	331	331
332	34	4	4	5	4	4	4	4	"5.0"	56	"18.37"	56	5	"01:36.7"	"203.018"	1	4	332	332	332	332
333	34	2	2	3	9	5	5	5	"4.0"	56	"28.923"	56	3	"01:36.5"	"203.357"	1	2	333	333	333	333
334	34	9	2	4	11	6	6	6	"3.0"	56	"33.219"	56	7	"01:36.9"	"202.61"	1	9	334	334	334	334
335	34	10	7	12	12	7	7	7	"2.0"	56	"41.722"	56	6	"01:36.7"	"202.876"	1	10	335	335	335	335
336	34	12	4	6	10	8	8	8	"1.0"	56	"56.645"	56	8	"01:37.0"	"202.313"	1	12	336	336	336	336
337	34	20	5	15	6	9	9	9	"0.0"	56	"+1:04.339"	55	9	"01:37.2"	"201.863"	1	20	337	337	337	337
338	34	14	9	9	15	10	10	10	"0.0"	56	"+1:14.842"	27	14	"01:37.8"	"200.746"	1	14	338	338	338	338
339	34	22	11	17	13	11	11	11	"0.0"	56	"+1:25.061"	56	16	"01:37.8"	"200.558"	1	22	339	339	339	339
340	34	6	3	8	17	12	12	12	"0.0"	56	"+1:30.847"	54	17	"01:38.0"	"200.202"	1	6	340	340	340	340
341	34	7	5	14	8	13	13	13	"0.0"	56	"+1:31.457"	36	12	"01:37.5"	"201.366"	1	7	341	341	341	341
342	34	17	9	10	16	14	14	14	"0.0"	56	"+1:32.422"	10	13	"01:37.7"	"200.896"	1	17	342	342	342	342
343	34	3	3	7	14	15	15	15	"0.0"	55		38	10	"01:37.2"	"201.793"	11	3	343	343	343	343
344	34	18	11	16	18	16	16	16	"0.0"	55		54	15	"01:37.8"	"200.705"	11	18	344	344	344	344
345	34	21	10	21	20	17	17	17	"0.0"	55		54	18	"01:38.4"	"199.483"	11	21	345	345	345	345
346	34	5	1	23	5	0	"R"	18	"0.0"	49		32	11	"01:37.3"	"201.677"	9	5	346	346	346	346
347	34	16	10	20	19	0	"R"	19	"0.0"	13		13	19	"01:39.7"	"196.86"	5	16	347	347	347	347
348	34	15	7	11	7	0	"R"	20	"0.0"	2		2	20	"02:39.6"	"122.945"	4	15	348	348	348	348
349	35	13	6	2	1	1	1	1	"10.0"	71	"34:11.4"	36	1	"01:13.7"	"210.377"	1	13	349	349	349	349
350	35	4	4	5	6	2	2	2	"8.0"	71	"13.298"	39	8	"01:14.2"	"208.98"	1	4	350	350	350	350
351	35	8	6	1	3	3	3	3	"6.0"	71	"16.235"	59	3	"01:14.1"	"209.296"	1	8	351	351	351	351
352	35	20	5	15	7	4	4	4	"5.0"	71	"38.011"	25	7	"01:14.2"	"209.022"	1	20	352	352	352	352
353	35	1	1	22	4	5	5	5	"4.0"	71	"38.907"	31	4	"01:14.2"	"209.177"	1	1	353	353	353	353
354	35	10	7	12	10	6	6	6	"3.0"	71	"44.368"	32	2	"01:14.1"	"209.465"	1	10	354	354	354	354
355	35	5	1	23	5	7	7	7	"2.0"	71	"55.074"	36	6	"01:14.2"	"209.042"	1	5	355	355	355	355
356	35	15	7	11	2	8	8	8	"1.0"	71	"+1:08.433"	40	5	"01:14.2"	"209.155"	1	15	356	356	356	356
357	35	17	9	10	12	9	9	9	"0.0"	71	"+1:19.666"	40	14	"01:15.0"	"206.741"	1	17	357	357	357	357
358	35	2	2	3	8	10	10	10	"0.0"	70		41	10	"01:14.7"	"207.796"	11	2	358	358	358	358
359	35	9	2	4	13	11	11	11	"0.0"	70		61	9	"01:14.4"	"208.57"	11	9	359	359	359	359
360	35	3	3	7	18	12	12	12	"0.0"	70		35	12	"01:14.9"	"207.014"	11	3	360	360	360	360
361	35	18	11	16	17	13	13	13	"0.0"	70		59	11	"01:14.8"	"207.498"	11	18	361	361	361	361
362	35	7	5	14	9	14	14	14	"0.0"	70		57	13	"01:15.0"	"206.967"	11	7	362	362	362	362
363	35	22	11	17	15	15	15	15	"0.0"	70		35	16	"01:15.4"	"205.696"	11	22	363	363	363	363
364	35	16	10	20	20	16	16	16	"0.0"	69		60	17	"01:15.8"	"204.721"	12	16	364	364	364	364
365	35	6	3	8	16	17	17	17	"0.0"	69		50	18	"01:15.9"	"204.473"	12	6	365	365	365	365
366	35	21	10	21	19	18	18	18	"0.0"	69		36	15	"01:15.2"	"206.249"	12	21	366	366	366	366
367	35	12	4	6	11	0	"R"	19	"0.0"	0		0	0			3	12	367	367	367	367
368	35	14	9	9	14	0	"R"	20	"0.0"	0		0	0			4	14	368	368	368	368
369	36	8	6	6	1	1	1	1	"10.0"	58	"25:28.8"	41	1	"01:25.2"	"223.978"	1	8	369	369	369	369
370	36	4	1	1	2	2	2	2	"8.0"	58	"7.242"	20	2	"01:26.3"	"221.178"	1	4	370	370	370	370
371	36	1	1	2	4	3	3	3	"6.0"	58	"18.595"	20	3	"01:26.4"	"221.083"	1	1	371	371	371	371
372	36	2	2	9	3	4	4	4	"5.0"	58	"38.763"	37	6	"01:26.7"	"220.137"	1	2	372	372	372	372
373	36	21	4	3	6	5	5	5	"4.0"	58	"+1:06.469"	18	7	"01:26.9"	"219.707"	1	21	373	373	373	373
374	36	13	6	5	22	6	6	6	"3.0"	58	"+1:06.805"	28	8	"01:27.0"	"219.323"	1	13	374	374	374	374
375	36	3	3	16	12	7	7	7	"2.0"	57		40	5	"01:26.7"	"220.14"	11	3	375	375	375	375
376	36	23	7	11	9	8	8	8	"1.0"	57		42	12	"01:27.8"	"217.444"	11	23	376	376	376	376
377	36	15	7	12	8	9	9	9	"0.0"	57		45	13	"01:28.0"	"216.857"	11	15	377	377	377	377
378	36	5	4	4	13	10	10	10	"0.0"	57		44	10	"01:27.6"	"217.951"	11	5	378	378	378	378
379	36	22	11	8	16	11	11	11	"0.0"	57		17	14	"01:28.1"	"216.699"	11	22	379	379	379	379
380	36	11	8	22	10	12	12	12	"0.0"	57		20	18	"01:28.5"	"215.746"	11	11	380	380	380	380
381	36	17	9	15	7	13	13	13	"0.0"	57		21	9	"01:27.5"	"218.178"	11	17	381	381	381	381
382	36	24	5	18	19	14	14	14	"0.0"	57		44	15	"01:28.3"	"216.247"	11	24	382	382	382	382
383	36	18	11	7	14	15	15	15	"0.0"	57		42	17	"01:28.4"	"215.991"	11	18	383	383	383	383
384	36	19	8	23	11	16	16	16	"0.0"	56		41	19	"01:28.5"	"215.742"	12	19	384	384	384	384
385	36	16	12	20	20	17	17	17	"0.0"	56		40	20	"01:28.7"	"215.26"	12	16	385	385	385	385
386	36	25	3	17	15	0	"R"	18	"0.0"	48		24	16	"01:28.3"	"216.196"	4	25	386	386	386	386
387	36	14	9	14	18	0	"R"	19	"0.0"	48		44	11	"01:27.7"	"217.668"	4	14	387	387	387	387
388	36	9	2	10	5	0	"R"	20	"0.0"	36		19	4	"01:26.6"	"220.341"	6	9	388	388	388	388
389	36	26	5	19	17	0	"R"	21	"0.0"	28		22	21	"01:29.0"	"214.616"	29	26	389	389	389	389
390	36	27	12	21	21	0	"R"	22	"0.0"	10		9	22	"01:30.9"	"210.022"	3	27	390	390	390	390
391	37	4	1	1	2	1	1	1	"10.0"	56	"32:14.9"	42	2	"01:36.9"	"206.014"	1	4	391	391	391	391
392	37	1	1	2	4	2	2	2	"8.0"	56	"17.557"	22	1	"01:36.7"	"206.355"	1	1	392	392	392	392
393	37	8	6	6	3	3	3	3	"6.0"	56	"18.339"	40	4	"01:37.2"	"205.237"	1	8	393	393	393	393
394	37	2	2	9	5	4	4	4	"5.0"	56	"33.777"	55	5	"01:37.4"	"204.838"	1	2	394	394	394	394
395	37	13	6	5	1	5	5	5	"4.0"	56	"36.705"	42	3	"01:37.2"	"205.298"	1	13	395	395	395	395
396	37	21	4	3	12	6	6	6	"3.0"	56	"+1:05.638"	44	9	"01:37.9"	"203.872"	1	21	396	396	396	396
397	37	15	7	12	8	7	7	7	"2.0"	56	"+1:10.132"	40	10	"01:38.0"	"203.587"	1	15	397	397	397	397
398	37	5	4	4	11	8	8	8	"1.0"	56	"+1:12.015"	41	7	"01:37.8"	"204.015"	1	5	398	398	398	398
399	37	25	3	17	19	9	9	9	"0.0"	56	"+1:29.924"	19	8	"01:37.9"	"203.903"	1	25	399	399	399	399
400	37	17	9	15	10	10	10	10	"0.0"	56	"+1:33.556"	55	14	"01:38.5"	"202.504"	1	17	400	400	400	400
401	37	22	11	8	22	11	11	11	"0.0"	55		32	15	"01:38.6"	"202.451"	11	22	401	401	401	401
402	37	18	11	7	15	12	12	12	"0.0"	55		54	16	"01:38.7"	"202.262"	11	18	402	402	402	402
403	37	11	8	22	14	13	13	13	"0.0"	55		37	13	"01:38.5"	"202.595"	11	11	403	403	403	403
404	37	26	5	19	17	14	14	14	"0.0"	55		54	18	"01:39.1"	"201.364"	11	26	404	404	404	404
405	37	23	7	11	9	15	15	15	"0.0"	55		52	19	"01:39.2"	"201.07"	11	23	405	405	405	405
406	37	19	8	23	18	16	16	16	"0.0"	55		32	20	"01:39.6"	"200.417"	11	19	406	406	406	406
407	37	24	5	18	16	17	17	17	"0.0"	55		21	12	"01:38.4"	"202.695"	11	24	407	407	407	407
408	37	9	2	10	7	18	18	18	"0.0"	55		53	17	"01:38.9"	"201.82"	11	9	408	408	408	408
409	37	3	3	16	6	0	"R"	19	"0.0"	42		18	6	"01:37.7"	"204.237"	9	3	409	409	409	409
410	37	14	9	14	13	0	"R"	20	"0.0"	36		28	11	"01:38.1"	"203.416"	23	14	410	410	410	410
411	37	27	12	21	20	0	"R"	21	"0.0"	7		5	21	"01:41.5"	"196.608"	5	27	411	411	411	411
412	37	16	12	20	21	0	"R"	22	"0.0"	0		0	0			4	16	412	412	412	412
413	38	13	6	5	1	1	1	1	"10.0"	57	"33:27.5"	42	1	"01:34.1"	"207.12"	1	13	413	413	413	413
414	38	1	1	2	2	2	2	2	"8.0"	57	"2.36"	18	2	"01:34.3"	"206.674"	1	1	414	414	414	414
415	38	8	6	6	3	3	3	3	"6.0"	57	"10.839"	39	3	"01:34.4"	"206.483"	1	8	415	415	415	415
416	38	2	2	9	5	4	4	4	"5.0"	57	"13.831"	38	5	"01:34.5"	"206.236"	1	2	416	416	416	416
417	38	4	1	1	4	5	5	5	"4.0"	57	"14.426"	46	4	"01:34.4"	"206.346"	1	4	417	417	417	417
418	38	9	2	10	6	6	6	6	"3.0"	57	"45.529"	46	6	"01:34.8"	"205.477"	1	9	418	418	418	418
419	38	15	7	12	9	7	7	7	"2.0"	57	"+1:21.371"	40	7	"01:35.2"	"204.756"	1	15	419	419	419	419
420	38	21	4	3	7	8	8	8	"1.0"	57	"+1:21.701"	51	8	"01:35.2"	"204.655"	1	21	420	420	420	420
421	38	5	4	4	12	9	9	9	"0.0"	57	"+1:29.411"	27	10	"01:35.5"	"204.065"	1	5	421	421	421	421
422	38	3	3	16	10	10	10	10	"0.0"	57	"+1:29.916"	51	11	"01:35.6"	"203.893"	1	3	422	422	422	422
423	38	25	3	17	11	11	11	11	"0.0"	56		27	16	"01:36.0"	"202.966"	11	25	423	423	423	423
424	38	23	7	11	14	12	12	12	"0.0"	56		37	15	"01:35.8"	"203.278"	11	23	424	424	424	424
425	38	22	11	8	15	13	13	13	"0.0"	56		50	14	"01:35.8"	"203.284"	11	22	425	425	425	425
426	38	27	12	21	22	14	14	14	"0.0"	55		40	20	"01:37.2"	"200.477"	12	27	426	426	426	426
427	38	16	12	20	20	15	15	15	"0.0"	53		45	19	"01:36.8"	"201.33"	14	16	427	427	427	427
428	38	19	8	23	13	16	16	16	"0.0"	51		27	17	"01:36.1"	"202.715"	5	19	428	428	428	428
429	38	17	9	15	8	0	"R"	17	"0.0"	41		37	12	"01:35.7"	"203.575"	6	17	429	429	429	429
430	38	14	9	14	21	0	"R"	18	"0.0"	36		34	9	"01:35.4"	"204.26"	30	14	430	430	430	430
431	38	11	8	22	17	0	"R"	19	"0.0"	34		23	18	"01:36.4"	"202.193"	5	11	431	431	431	431
432	38	24	5	18	18	0	"R"	20	"0.0"	26		23	13	"01:35.7"	"203.537"	9	24	432	432	432	432
433	38	18	11	7	16	0	"R"	21	"0.0"	0		0	0			4	18	433	433	433	433
434	38	26	5	19	19	0	"R"	22	"0.0"	0		0	0			4	26	434	434	434	434
435	39	13	6	5	1	1	1	1	"10.0"	65	"31:36.2"	14	1	"01:22.7"	"202.685"	1	13	435	435	435	435
436	39	1	1	2	4	2	2	2	"8.0"	65	"6.79"	20	2	"01:22.9"	"202.205"	1	1	436	436	436	436
437	39	4	1	1	2	3	3	3	"6.0"	65	"17.456"	17	3	"01:23.0"	"201.986"	1	4	437	437	437	437
438	39	9	2	10	5	4	4	4	"5.0"	65	"31.615"	20	5	"01:23.1"	"201.59"	1	9	438	438	438	438
439	39	14	9	14	9	5	5	5	"4.0"	65	"58.331"	18	8	"01:23.5"	"200.636"	1	14	439	439	439	439
440	39	3	3	16	11	6	6	6	"3.0"	65	"59.538"	60	10	"01:23.7"	"200.231"	1	3	440	440	440	440
441	39	5	4	4	8	7	7	7	"2.0"	65	"+1:02.128"	32	4	"01:23.0"	"201.952"	1	5	441	441	441	441
442	39	11	8	22	13	8	8	8	"1.0"	64		23	12	"01:24.1"	"199.239"	11	11	442	442	442	442
443	39	21	4	3	10	9	9	9	"0.0"	64		57	9	"01:23.6"	"200.55"	11	21	443	443	443	443
444	39	22	11	8	12	10	10	10	"0.0"	64		16	14	"01:24.3"	"198.82"	11	22	444	444	444	444
445	39	19	8	23	15	11	11	11	"0.0"	64		59	15	"01:24.3"	"198.811"	11	19	445	445	445	445
446	39	18	11	7	14	12	12	12	"0.0"	64		64	13	"01:24.2"	"199.059"	11	18	446	446	446	446
447	39	16	12	20	20	13	13	13	"0.0"	63		57	16	"01:25.2"	"196.71"	12	16	447	447	447	447
448	39	27	12	21	21	14	14	14	"0.0"	63		61	18	"01:25.3"	"196.551"	12	27	448	448	448	448
449	39	2	2	9	7	0	"R"	15	"0.0"	46		22	7	"01:23.5"	"200.735"	6	2	449	449	449	449
450	39	23	7	11	17	0	"R"	16	"0.0"	44		37	11	"01:24.0"	"199.492"	22	23	450	450	450	450
451	39	24	5	18	16	0	"R"	17	"0.0"	19		18	17	"01:25.2"	"196.673"	31	24	451	451	451	451
452	39	26	5	19	22	0	"R"	18	"0.0"	9		6	20	"01:26.2"	"194.322"	27	26	452	452	452	452
453	39	8	6	6	3	0	"R"	19	"0.0"	9		7	6	"01:23.5"	"200.754"	22	8	453	453	453	453
454	39	15	7	12	6	0	"R"	20	"0.0"	8		6	19	"01:26.1"	"194.647"	32	15	454	454	454	454
455	39	17	9	15	19	0	"R"	21	"0.0"	7		4	21	"01:26.3"	"194.131"	9	17	455	455	455	455
456	39	25	3	17	18	0	"R"	22	"0.0"	1		0	0			4	25	456	456	456	456
457	40	4	1	1	1	1	1	1	"10.0"	78	"40:29.3"	44	1	"01:15.3"	"159.715"	1	4	457	457	457	457
458	40	1	1	2	2	2	2	2	"8.0"	78	"4.095"	28	2	"01:15.4"	"159.528"	1	1	458	458	458	458
459	40	13	6	5	3	3	3	3	"6.0"	78	"+1:09.114"	47	4	"01:16.2"	"157.83"	1	13	459	459	459	459
460	40	21	4	3	4	4	4	4	"5.0"	77		54	5	"01:16.3"	"157.683"	11	21	460	460	460	460
461	40	9	2	10	8	5	5	5	"4.0"	77		39	3	"01:16.0"	"158.198"	11	9	461	461	461	461
462	40	2	2	9	7	6	6	6	"3.0"	77		30	12	"01:17.0"	"156.072"	11	2	462	462	462	462
463	40	25	3	17	11	7	7	7	"2.0"	77		40	7	"01:16.7"	"156.852"	11	25	463	463	463	463
464	40	8	6	6	16	8	8	8	"1.0"	77		62	6	"01:16.6"	"156.987"	11	8	464	464	464	464
465	40	26	5	19	18	9	9	9	"0.0"	77		73	10	"01:16.9"	"156.426"	11	26	465	465	465	465
466	40	22	11	8	9	10	10	10	"0.0"	77		69	13	"01:17.1"	"155.993"	11	22	466	466	466	466
467	40	18	11	7	10	11	11	11	"0.0"	77		40	9	"01:16.8"	"156.558"	11	18	467	467	467	467
