"resultId"	"raceId"	"piloteId"	"constructorId"	"numb"	"grid"	"post"	"positionText"	"positionOrder"	"points"	"laps"	"temps"	"fastestLap"	"level"	"fastestLapTime"	"fastestLapSpeed"	"statusId"	"pilote_Id"	"statue_Id"	"circuits_Id"	"qualif_Id"	"standing_Id"
5292	262	57	1	7	7	0	"R"	17	"0.0"	61		0	0			5	57	5292	5292	5292	5292
5293	262	106	33	19	22	0	"R"	18	"0.0"	57		0	0			5	106	5293	5293	5293	5293
5294	262	81	29	10	11	0	"R"	19	"0.0"	50		0	0			7	81	5294	5294	5294	5294
5295	262	92	30	34	26	0	"R"	20	"0.0"	47		0	0			51	92	5295	5295	5295	5295
5296	262	100	33	20	21	0	"R"	21	"0.0"	45		0	0			8	100	5296	5296	5296	5296
5297	262	79	25	3	9	0	"R"	22	"0.0"	44		0	0			3	79	5297	5297	5297	5297
5298	262	56	17	15	8	0	"R"	23	"0.0"	40		0	0			20	56	5298	5298	5298	5298
5299	262	110	15	29	14	0	"R"	24	"0.0"	24		0	0			51	110	5299	5299	5299	5299
5300	262	49	15	30	10	0	"R"	25	"0.0"	5		0	0			20	49	5300	5300	5300	5300
5301	262	84	1	8	12	0	"R"	26	"0.0"	3		0	0			10	84	5301	5301	5301	5301
5302	262	108	30	33	0	0	"F"	27	"0.0"	0		0	0			81	108	5302	5302	5302	5302
5303	263	30	22	5	3	1	1	1	"10.0"	72	"38:36.2"	0	0			1	30	5303	5303	5303	5303
5304	263	71	3	0	1	2	2	2	"6.0"	72	"12.642"	0	0			1	71	5304	5304	5304	5304
5305	263	77	6	28	5	3	3	3	"4.0"	72	"52.765"	0	0			1	77	5305	5305	5305	5305
5306	263	49	15	30	10	4	4	4	"3.0"	71		0	0			11	49	5306	5306	5306	5306
5307	263	94	18	23	16	5	5	5	"2.0"	70		0	0			12	94	5307	5307	5307	5307
5308	263	110	15	29	11	6	6	6	"1.0"	70		0	0			12	110	5308	5308	5308	5308
5309	263	65	32	12	19	7	7	7	"0.0"	70		0	0			12	65	5309	5309	5309	5309
5310	263	104	29	9	18	8	8	8	"0.0"	70		0	0			12	104	5310	5310	5310	5310
5311	263	111	31	32	26	9	9	9	"0.0"	68		0	0			14	111	5311	5311	5311	5311
5312	263	87	25	4	17	10	10	10	"0.0"	67		0	0			15	87	5312	5312	5312	5312
5313	263	100	33	20	20	11	11	11	"0.0"	66		0	0			5	100	5313	5313	5313	5313
5314	263	79	25	3	14	0	"R"	12	"0.0"	53		0	0			20	79	5314	5314	5314	5314
5315	263	57	1	7	9	0	"R"	13	"0.0"	48		0	0			5	57	5315	5315	5315	5315
5316	263	95	3	2	2	0	"R"	14	"0.0"	45		0	0			6	95	5316	5316	5316	5316
5317	263	55	6	27	4	0	"R"	15	"0.0"	41		0	0			4	55	5317	5317	5317	5317
5318	263	22	17	14	7	0	"R"	16	"0.0"	41		0	0			4	22	5318	5318	5318	5318
5319	263	103	27	25	15	0	"R"	17	"0.0"	40		0	0			6	103	5319	5319	5319	5319
5320	263	106	33	19	25	0	"R"	18	"0.0"	36		0	0			5	106	5320	5320	5320	5320
5321	263	84	1	8	12	0	"R"	19	"0.0"	29		0	0			5	84	5321	5321	5321	5321
5322	263	81	29	10	22	0	"R"	20	"0.0"	28		0	0			4	81	5322	5322	5322	5322
5323	263	44	27	26	13	0	"R"	21	"0.0"	28		0	0			4	44	5323	5323	5323	5323
5324	263	101	31	31	24	0	"R"	22	"0.0"	28		0	0			7	101	5324	5324	5324	5324
5325	263	50	22	6	8	0	"R"	23	"0.0"	25		0	0			20	50	5325	5325	5325	5325
5326	263	56	17	15	6	0	"R"	24	"0.0"	24		0	0			6	56	5326	5326	5326	5326
5327	263	105	18	24	21	0	"R"	25	"0.0"	21		0	0			5	105	5327	5327	5327	5327
5328	263	70	32	11	23	0	"R"	26	"0.0"	20		0	0			5	70	5328	5328	5328	5328
5329	263	108	30	33	0	0	"F"	27	"0.0"	0		0	0			81	108	5329	5329	5329	5329
5330	263	92	30	34	0	0	"F"	28	"0.0"	0		0	0			81	92	5330	5330	5330	5330
5331	264	71	3	0	1	1	1	1	"10.0"	60	"30:03.6"	0	0			1	71	5331	5331	5331	5331
5332	264	55	6	27	4	2	2	2	"6.0"	60	"+1:08.128"	0	0			1	55	5332	5332	5332	5332
5333	264	57	1	7	5	3	3	3	"4.0"	60	"+1:40.659"	0	0			1	57	5333	5333	5333	5333
5334	264	22	17	14	6	4	4	4	"3.0"	60	"+1:41.751"	0	0			1	22	5334	5334	5334	5334
5335	264	14	3	2	7	5	5	5	"2.0"	59		0	0			11	14	5335	5335	5335	5335
5336	264	79	25	3	8	6	6	6	"1.0"	59		0	0			11	79	5336	5336	5336	5336
5337	264	49	15	30	13	7	7	7	"0.0"	59		0	0			11	49	5337	5337	5337	5337
5338	264	50	22	6	10	8	8	8	"0.0"	59		0	0			11	50	5338	5338	5338	5338
5339	264	104	29	9	20	9	9	9	"0.0"	58		0	0			12	104	5339	5339	5339	5339
5340	264	94	18	23	14	10	10	10	"0.0"	58		0	0			12	94	5340	5340	5340	5340
5341	264	65	32	12	21	11	11	11	"0.0"	58		0	0			12	65	5341	5341	5341	5341
5342	264	44	27	26	15	12	12	12	"0.0"	58		0	0			12	44	5342	5342	5342	5342
5343	264	103	27	25	23	13	13	13	"0.0"	58		0	0			12	103	5343	5343	5343	5343
5344	264	106	33	19	24	14	14	14	"0.0"	58		0	0			12	106	5344	5344	5344	5344
5345	264	101	31	31	25	15	15	15	"0.0"	57		0	0			13	101	5345	5345	5345	5345
5346	264	111	31	32	26	16	16	16	"0.0"	57		0	0			13	111	5346	5346	5346	5346
5347	264	30	22	5	2	0	"D"	17	"0.0"	60		0	0			2	30	5347	5347	5347	5347
5348	264	105	18	24	17	0	"R"	18	"0.0"	48		0	0			5	105	5348	5348	5348	5348
5349	264	77	6	28	3	0	"R"	19	"0.0"	32		0	0			5	77	5349	5349	5349	5349
5350	264	87	25	4	11	0	"R"	20	"0.0"	20		0	0			6	87	5350	5350	5350	5350
5351	264	100	33	20	22	0	"R"	21	"0.0"	12		0	0			5	100	5351	5351	5351	5351
5352	264	110	15	29	18	0	"R"	22	"0.0"	11		0	0			5	110	5352	5352	5352	5352
5353	264	81	29	10	16	0	"R"	23	"0.0"	5		0	0			5	81	5353	5353	5353	5353
5354	264	70	32	11	19	0	"R"	24	"0.0"	4		0	0			5	70	5354	5354	5354	5354
5355	264	84	1	8	9	0	"R"	25	"0.0"	0		0	0			5	84	5355	5355	5355	5355
5356	264	56	17	15	12	0	"R"	26	"0.0"	0		0	0			5	56	5356	5356	5356	5356
5357	264	92	30	34	0	0	"F"	27	"0.0"	0		0	0			81	92	5357	5357	5357	5357
5358	264	108	30	33	0	0	"F"	28	"0.0"	0		0	0			81	108	5358	5358	5358	5358
5359	265	77	6	28	1	1	1	1	"10.0"	45	"22:37.2"	0	0			1	77	5359	5359	5359	5359
5360	265	44	27	26	12	2	2	2	"6.0"	45	"54.779"	0	0			1	44	5360	5360	5360	5360
5361	265	103	27	25	14	3	3	3	"4.0"	45	"+1:05.0421"	0	0			1	103	5361	5361	5361	5361
5362	265	104	29	9	17	4	4	4	"3.0"	45	"+1:21.609"	0	0			1	104	5362	5362	5362	5362
5363	265	81	29	10	16	5	5	5	"2.0"	45	"+1:30.544"	0	0			1	81	5363	5363	5363	5363
5364	265	100	33	20	22	6	6	6	"1.0"	45	"+1:45.445"	0	0			1	100	5364	5364	5364	5364
5365	265	106	33	19	24	7	7	7	"0.0"	44		0	0			11	106	5365	5365	5365	5365
5366	265	71	3	0	3	8	8	8	"0.0"	44		0	0			11	71	5366	5366	5366	5366
5367	265	111	31	32	26	0	"R"	9	"0.0"	39		0	0			5	111	5367	5367	5367	5367
5368	265	101	31	31	25	0	"R"	10	"0.0"	37		0	0			8	101	5368	5368	5368	5368
5369	265	30	22	5	4	0	"R"	11	"0.0"	20		0	0			5	30	5369	5369	5369	5369
5370	265	84	1	8	13	0	"R"	12	"0.0"	19		0	0			5	84	5370	5370	5370	5370
5371	265	14	3	2	6	0	"R"	13	"0.0"	17		0	0			10	14	5371	5371	5371	5371
5372	265	50	22	6	19	0	"R"	14	"0.0"	15		0	0			42	50	5372	5372	5372	5372
5373	265	79	25	3	5	0	"R"	15	"0.0"	6		0	0			37	79	5373	5373	5373	5373
5374	265	55	6	27	2	0	"R"	16	"0.0"	1		0	0			10	55	5374	5374	5374	5374
5375	265	87	25	4	7	0	"R"	17	"0.0"	0		0	0			4	87	5375	5375	5375	5375
5376	265	57	1	7	8	0	"R"	18	"0.0"	0		0	0			4	57	5376	5376	5376	5376
5377	265	49	15	30	9	0	"R"	19	"0.0"	0		0	0			4	49	5377	5377	5377	5377
5378	265	56	17	15	10	0	"R"	20	"0.0"	0		0	0			4	56	5378	5378	5378	5378
5379	265	22	17	14	11	0	"R"	21	"0.0"	0		0	0			4	22	5379	5379	5379	5379
5380	265	65	32	12	15	0	"R"	22	"0.0"	0		0	0			4	65	5380	5380	5380	5380
5381	265	110	15	29	18	0	"R"	23	"0.0"	0		0	0			4	110	5381	5381	5381	5381
5382	265	94	18	23	20	0	"R"	24	"0.0"	0		0	0			4	94	5382	5382	5382	5382
5383	265	70	32	11	21	0	"R"	25	"0.0"	0		0	0			4	70	5383	5383	5383	5383
5384	265	105	18	24	23	0	"R"	26	"0.0"	0		0	0			4	105	5384	5384	5384	5384
5385	265	92	30	34	0	0	"F"	27	"0.0"	0		0	0			81	92	5385	5385	5385	5385
5386	265	108	30	33	0	0	"F"	28	"0.0"	0		0	0			81	108	5386	5386	5386	5386
5387	266	30	22	5	1	1	1	1	"10.0"	77	"48:00.2"	0	0			1	30	5387	5387	5387	5387
5388	266	71	3	0	2	2	2	2	"6.0"	77	"20.827"	0	0			1	71	5388	5388	5388	5388
5389	266	50	22	6	12	3	3	3	"4.0"	77	"+1:10.329"	0	0			1	50	5389	5389	5389	5389
5390	266	84	1	8	6	4	4	4	"3.0"	76		0	0			10	84	5390	5390	5390	5390
5391	266	87	25	4	11	5	5	5	"2.0"	76		0	0			11	87	5391	5391	5391	5391
5392	266	44	27	26	9	6	6	6	"1.0"	76		0	0			11	44	5392	5392	5392	5392
5393	266	105	18	24	20	7	7	7	"0.0"	75		0	0			12	105	5393	5393	5393	5393
5394	266	100	33	20	21	8	8	8	"0.0"	75		0	0			12	100	5394	5394	5394	5394
5395	266	106	33	19	25	9	9	9	"0.0"	75		0	0			12	106	5395	5395	5395	5395
5396	266	103	27	25	18	10	10	10	"0.0"	75		0	0			12	103	5396	5396	5396	5396
5397	266	101	31	31	23	11	11	11	"0.0"	74		0	0			13	101	5397	5397	5397	5397
5398	266	77	6	28	4	12	12	12	"0.0"	72		0	0			5	77	5398	5398	5398	5398
5399	266	70	32	11	22	13	13	13	"0.0"	72		0	0			15	70	5399	5399	5399	5399
5400	266	104	29	9	16	14	14	14	"0.0"	69		0	0			7	104	5400	5400	5400	5400
5401	266	14	3	2	3	0	"R"	15	"0.0"	59		0	0			20	14	5401	5401	5401	5401
5402	266	55	6	27	13	0	"R"	16	"0.0"	58		0	0			6	55	5402	5402	5402	5402
5403	266	94	18	23	15	0	"R"	17	"0.0"	58		0	0			20	94	5403	5403	5403	5403
5404	266	49	15	30	8	0	"R"	18	"0.0"	39		0	0			6	49	5404	5404	5404	5404
5405	266	65	32	12	24	0	"R"	19	"0.0"	34		0	0			10	65	5405	5405	5405	5405
5406	266	110	15	29	17	0	"R"	20	"0.0"	30		0	0			4	110	5406	5406	5406	5406
5407	266	81	29	10	19	0	"R"	21	"0.0"	30		0	0			4	81	5407	5407	5407	5407
5408	266	112	1	7	14	0	"R"	22	"0.0"	21		0	0			47	112	5408	5408	5408	5408
5409	266	111	31	32	26	0	"R"	23	"0.0"	9		0	0			64	111	5409	5409	5409	5409
5410	266	79	25	3	5	0	"R"	24	"0.0"	0		0	0			4	79	5410	5410	5410	5410
5411	266	56	17	15	7	0	"R"	25	"0.0"	0		0	0			4	56	5411	5411	5411	5411
5412	266	22	17	14	10	0	"R"	26	"0.0"	0		0	0			4	22	5412	5412	5412	5412
5413	266	92	30	34	0	0	"F"	27	"0.0"	0		0	0			81	92	5413	5413	5413	5413
5414	266	108	30	33	0	0	"F"	28	"0.0"	0		0	0			81	108	5414	5414	5414	5414
5415	267	71	3	0	3	1	1	1	"10.0"	44	"28:47.1"	0	0			1	71	5415	5415	5415	5415
5416	267	57	1	7	8	2	2	2	"6.0"	44	"51.381"	0	0			1	57	5416	5416	5416	5416
5417	267	50	22	6	6	3	3	3	"4.0"	44	"+1:10.453"	0	0			1	50	5417	5417	5417	5417
5418	267	14	3	2	7	4	4	4	"3.0"	44	"+1:45.787"	0	0			1	14	5418	5418	5418	5418
5419	267	87	25	4	12	5	5	5	"2.0"	43		0	0			11	87	5419	5419	5419	5419
5420	267	81	29	10	14	6	6	6	"1.0"	43		0	0			11	81	5420	5420	5420	5420
5421	267	44	27	26	17	7	7	7	"0.0"	43		0	0			11	44	5421	5421	5421	5421
5422	267	94	18	23	10	8	8	8	"0.0"	43		0	0			11	94	5422	5422	5422	5422
5423	267	105	18	24	18	9	9	9	"0.0"	43		0	0			11	105	5423	5423	5423	5423
5424	267	103	27	25	16	10	10	10	"0.0"	42		0	0			12	103	5424	5424	5424	5424
5425	267	111	31	32	25	11	11	11	"0.0"	42		0	0			12	111	5425	5425	5425	5425
5426	267	65	32	12	20	12	12	12	"0.0"	41		0	0			13	65	5426	5426	5426	5426
5427	267	56	17	15	4	13	13	13	"0.0"	40		0	0			91	56	5427	5427	5427	5427
5428	267	30	22	5	2	0	"D"	14	"0.0"	44		0	0			2	30	5428	5428	5428	5428
5429	267	104	29	9	24	0	"R"	15	"0.0"	33		0	0			5	104	5429	5429	5429	5429
5430	267	101	31	31	21	0	"R"	16	"0.0"	29		0	0			36	101	5430	5430	5430	5430
5431	267	110	15	29	15	0	"R"	17	"0.0"	27		0	0			37	110	5431	5431	5431	5431
5432	267	84	1	8	13	0	"R"	18	"0.0"	24		0	0			20	84	5432	5432	5432	5432
5433	267	22	17	14	1	0	"R"	19	"0.0"	19		0	0			20	22	5433	5433	5433	5433
5434	267	79	25	3	23	0	"R"	20	"0.0"	18		0	0			5	79	5434	5434	5434	5434
5435	267	113	32	11	26	0	"R"	21	"0.0"	15		0	0			20	113	5435	5435	5435	5435
5436	267	77	6	28	11	0	"R"	22	"0.0"	11		0	0			5	77	5436	5436	5436	5436
5437	267	112	33	19	19	0	"R"	23	"0.0"	11		0	0			5	112	5437	5437	5437	5437
5438	267	49	15	30	9	0	"R"	24	"0.0"	10		0	0			86	49	5438	5438	5438	5438
5439	267	100	33	20	22	0	"R"	25	"0.0"	3		0	0			5	100	5439	5439	5439	5439
5440	267	55	6	27	5	0	"R"	26	"0.0"	2		0	0			5	55	5440	5440	5440	5440
5441	267	92	30	34	0	0	"F"	27	"0.0"	0		0	0			81	92	5441	5441	5441	5441
5442	267	108	30	33	0	0	"F"	28	"0.0"	0		0	0			81	108	5442	5442	5442	5442
5443	268	71	3	0	3	1	1	1	"10.0"	53	"18:03.2"	0	0			1	71	5443	5443	5443	5443
5444	268	77	6	28	2	2	2	2	"6.0"	53	"4.93"	0	0			1	77	5444	5444	5444	5444
5445	268	57	1	7	7	3	3	3	"4.0"	53	"25.64"	0	0			1	57	5445	5445	5445	5445
5446	268	22	17	14	16	4	4	4	"3.0"	53	"50.634"	0	0			1	22	5446	5446	5446	5446
5447	268	84	1	8	15	5	5	5	"2.0"	53	"+1:25.575"	0	0			1	84	5447	5447	5447	5447
5448	268	14	3	2	5	6	6	6	"1.0"	52		0	0			60	14	5448	5448	5448	5448
5449	268	103	27	25	12	7	7	7	"0.0"	52		0	0			11	103	5449	5449	5449	5449
5450	268	100	33	20	24	8	8	8	"0.0"	52		0	0			11	100	5450	5450	5450	5450
5451	268	109	22	5	20	9	9	9	"0.0"	52		0	0			11	109	5451	5451	5451	5451
5452	268	44	27	26	6	10	10	10	"0.0"	51		0	0			12	44	5452	5452	5452	5452
5453	268	101	31	31	26	0	"R"	11	"0.0"	46		0	0			29	101	5453	5453	5453	5453
5454	268	79	25	3	14	0	"R"	12	"0.0"	45		0	0			20	79	5454	5454	5454	5454
5455	268	104	29	9	19	0	"R"	13	"0.0"	43		0	0			5	104	5455	5455	5455	5455
5456	268	56	17	15	9	0	"R"	14	"0.0"	41		0	0			5	56	5456	5456	5456	5456
5457	268	87	25	4	21	0	"R"	15	"0.0"	39		0	0			20	87	5457	5457	5457	5457
5458	268	94	18	23	18	0	"R"	16	"0.0"	30		0	0			20	94	5458	5458	5458	5458
5459	268	105	18	24	22	0	"R"	17	"0.0"	28		0	0			6	105	5459	5459	5459	5459
5460	268	49	15	30	11	0	"R"	18	"0.0"	22		0	0			5	49	5460	5460	5460	5460
5461	268	110	15	29	8	0	"R"	19	"0.0"	20		0	0			5	110	5461	5461	5461	5461
5462	268	111	31	32	25	0	"R"	20	"0.0"	20		0	0			6	111	5462	5462	5462	5462
5463	268	114	33	19	23	0	"R"	21	"0.0"	18		0	0			20	114	5463	5463	5463	5463
5464	268	55	6	27	1	0	"R"	22	"0.0"	14		0	0			6	55	5464	5464	5464	5464
5465	268	65	32	12	4	0	"R"	23	"0.0"	13		0	0			91	65	5465	5465	5465	5465
5466	268	50	22	6	10	0	"R"	24	"0.0"	0		0	0			4	50	5466	5466	5466	5466
5467	268	70	32	11	13	0	"R"	25	"0.0"	0		0	0			4	70	5467	5467	5467	5467
5468	268	81	29	10	17	0	"R"	26	"0.0"	0		0	0			4	81	5468	5468	5468	5468
5469	268	92	30	34	0	0	"F"	27	"0.0"	0		0	0			81	92	5469	5469	5469	5469
5470	268	108	30	33	0	0	"F"	28	"0.0"	0		0	0			81	108	5470	5470	5470	5470
5471	269	71	3	0	2	1	1	1	"10.0"	71	"45:10.1"	0	0			1	71	5471	5471	5471	5471
5472	269	14	3	2	3	2	2	2	"6.0"	71	"0.603"	0	0			1	14	5472	5472	5472	5472
5473	269	57	1	7	4	3	3	3	"4.0"	71	"20.193"	0	0			1	57	5473	5473	5473	5473
5474	269	22	17	14	8	4	4	4	"3.0"	71	"28.003"	0	0			1	22	5474	5474	5474	5474
5475	269	50	22	6	10	5	5	5	"2.0"	71	"29.385"	0	0			1	50	5475	5475	5475	5475
5476	269	84	1	8	7	6	6	6	"1.0"	71	"52.702"	0	0			1	84	5476	5476	5476	5476
5477	269	56	17	15	13	7	7	7	"0.0"	70		0	0			11	56	5477	5477	5477	5477
5478	269	104	29	9	11	8	8	8	"0.0"	70		0	0			11	104	5478	5478	5478	5478
5479	269	81	29	10	16	9	9	9	"0.0"	70		0	0			11	81	5479	5479	5479	5479
5480	269	103	27	25	21	10	10	10	"0.0"	70		0	0			11	103	5480	5480	5480	5480
5481	269	65	32	12	20	11	11	11	"0.0"	70		0	0			11	65	5481	5481	5481	5481
5482	269	94	18	23	18	12	12	12	"0.0"	69		0	0			12	94	5482	5482	5482	5482
5483	269	105	18	24	19	13	13	13	"0.0"	69		0	0			12	105	5483	5483	5483	5483
5484	269	114	33	19	23	14	14	14	"0.0"	69		0	0			12	114	5484	5484	5484	5484
5485	269	111	31	32	26	15	15	15	"0.0"	67		0	0			14	111	5485	5485	5485	5485
5486	269	113	32	11	25	16	16	16	"0.0"	67		0	0			14	113	5486	5486	5486	5486
5487	269	44	27	26	15	0	"D"	17	"0.0"	70		0	0			2	44	5487	5487	5487	5487
5488	269	87	25	4	12	0	"R"	18	"0.0"	61		0	0			5	87	5488	5488	5488	5488
5489	269	109	22	5	14	0	"R"	19	"0.0"	60		0	0			20	109	5489	5489	5489	5489
5490	269	110	15	29	17	0	"R"	20	"0.0"	54		0	0			20	110	5490	5490	5490	5490
5491	269	55	6	27	5	0	"R"	21	"0.0"	38		0	0			4	55	5491	5491	5491	5491
5492	269	101	31	31	24	0	"R"	22	"0.0"	36		0	0			4	101	5492	5492	5492	5492
5493	269	49	15	30	9	0	"R"	23	"0.0"	31		0	0			24	49	5493	5493	5493	5493
5494	269	100	33	20	22	0	"R"	24	"0.0"	27		0	0			22	100	5494	5494	5494	5494
5495	269	79	25	3	6	0	"R"	25	"0.0"	26		0	0			6	79	5495	5495	5495	5495
5496	269	77	6	28	1	0	"R"	26	"0.0"	7		0	0			6	77	5496	5496	5496	5496
5497	269	92	30	34	0	0	"F"	27	"0.0"	0		0	0			81	92	5497	5497	5497	5497
5498	269	108	30	33	0	0	"F"	28	"0.0"	0		0	0			81	108	5498	5498	5498	5498
5499	270	30	22	5	1	1	1	1	"10.0"	69	"40:27.3"	0	0			1	30	5499	5499	5499	5499
5500	270	71	3	0	2	2	2	2	"6.0"	69	"24.689"	0	0			1	71	5500	5500	5500	5500
5501	270	57	1	7	9	3	3	3	"4.0"	69	"+1:09.648"	0	0			1	57	5501	5501	5501	5501
5502	270	56	17	15	10	4	4	4	"3.0"	69	"+1:18.446"	0	0			1	56	5502	5502	5502	5502
5503	270	77	6	28	6	5	5	5	"2.0"	68		0	0			11	77	5503	5503	5503	5503
5504	270	49	15	30	4	6	6	6	"1.0"	68		0	0			11	49	5504	5504	5504	5504
5505	270	79	25	3	13	7	7	7	"0.0"	68		0	0			11	79	5505	5505	5505	5505
5506	270	65	27	25	7	8	8	8	"0.0"	68		0	0			11	65	5506	5506	5506	5506
5507	270	44	27	26	11	9	9	9	"0.0"	68		0	0			11	44	5507	5507	5507	5507
5508	270	55	6	27	16	10	10	10	"0.0"	68		0	0			11	55	5508	5508	5508	5508
5509	270	81	29	10	8	11	11	11	"0.0"	68		0	0			11	81	5509	5509	5509	5509
5510	270	22	17	14	5	12	12	12	"0.0"	68		0	0			11	22	5510	5510	5510	5510
5511	270	87	25	4	14	13	13	13	"0.0"	68		0	0			11	87	5511	5511	5511	5511
5512	270	105	18	24	20	14	14	14	"0.0"	67		0	0			12	105	5512	5512	5512	5512
5513	270	94	18	23	17	15	15	15	"0.0"	67		0	0			12	94	5513	5513	5513	5513
5514	270	70	32	12	21	16	16	16	"0.0"	67		0	0			12	70	5514	5514	5514	5514
5515	270	104	29	9	19	17	17	17	"0.0"	66		0	0			13	104	5515	5515	5515	5515
5516	270	103	32	11	22	18	18	18	"0.0"	66		0	0			13	103	5516	5516	5516	5516
5517	270	93	31	32	26	19	19	19	"0.0"	64		0	0			15	93	5517	5517	5517	5517
5518	270	95	3	2	3	0	"R"	20	"0.0"	47		0	0			20	95	5518	5518	5518	5518
5519	270	101	31	31	25	0	"R"	21	"0.0"	42		0	0			5	101	5519	5519	5519	5519
5520	270	110	15	29	18	0	"R"	22	"0.0"	37		0	0			37	110	5520	5520	5520	5520
5521	270	100	33	20	23	0	"R"	23	"0.0"	37		0	0			91	100	5521	5521	5521	5521
5522	270	50	22	6	12	0	"R"	24	"0.0"	15		0	0			20	50	5522	5522	5522	5522
5523	270	115	33	19	24	0	"R"	25	"0.0"	10		0	0			6	115	5523	5523	5523	5523
5524	270	84	1	8	15	0	"R"	26	"0.0"	8		0	0			5	84	5524	5524	5524	5524
5525	270	92	30	34	0	0	"F"	27	"0.0"	0		0	0			81	92	5525	5525	5525	5525
5526	270	108	30	33	0	0	"F"	28	"0.0"	0		0	0			81	108	5526	5526	5526	5526
5527	271	71	3	0	2	1	1	1	"10.0"	50	"55:53.5"	0	0			1	71	5527	5527	5527	5527
5528	271	30	22	5	1	2	2	2	"6.0"	50	"3.365"	0	0			1	30	5528	5528	5528	5528
5529	271	55	6	27	7	3	3	3	"4.0"	50	"52.045"	0	0			1	55	5529	5529	5529	5529
5530	271	95	3	2	4	4	4	4	"3.0"	50	"56.074"	0	0			1	95	5530	5530	5530	5530
5531	271	56	17	15	6	5	5	5	"2.0"	50	"+1:42.107"	0	0			1	56	5531	5531	5531	5531
5532	271	49	15	30	3	6	6	6	"1.0"	50	"+1:59.863"	0	0			1	49	5532	5532	5532	5532
5533	271	57	1	7	8	7	7	7	"0.0"	50	"+2:02.985"	0	0			1	57	5533	5533	5533	5533
5534	271	104	29	9	18	8	8	8	"0.0"	49		0	0			11	104	5534	5534	5534	5534
5535	271	100	33	20	22	9	9	9	"0.0"	49		0	0			11	100	5535	5535	5535	5535
5536	271	63	32	11	25	10	10	10	"0.0"	49		0	0			11	63	5536	5536	5536	5536
5537	271	44	27	26	19	11	11	11	"0.0"	49		0	0			11	44	5537	5537	5537	5537
5538	271	101	31	31	24	12	12	12	"0.0"	48		0	0			12	101	5538	5538	5538	5538
5539	271	70	32	12	17	13	13	13	"0.0"	48		0	0			12	70	5539	5539	5539	5539
5540	271	87	25	4	13	0	"R"	14	"0.0"	26		0	0			5	87	5540	5540	5540	5540
5541	271	22	17	14	10	0	"R"	15	"0.0"	16		0	0			6	22	5541	5541	5541	5541
5542	271	84	1	8	9	0	"R"	16	"0.0"	13		0	0			20	84	5542	5542	5542	5542
5543	271	81	29	10	12	0	"R"	17	"0.0"	13		0	0			20	81	5543	5543	5543	5543
5544	271	77	6	28	11	0	"R"	18	"0.0"	10		0	0			80	77	5544	5544	5544	5544
5545	271	116	27	25	20	0	"R"	19	"0.0"	10		0	0			4	116	5545	5545	5545	5545
5546	271	94	18	23	16	0	"R"	20	"0.0"	10		0	0			4	94	5546	5546	5546	5546
5547	271	105	18	24	21	0	"R"	21	"0.0"	10		0	0			20	105	5547	5547	5547	5547
5548	271	65	22	6	5	0	"R"	22	"0.0"	3		0	0			20	65	5548	5548	5548	5548
5549	271	79	25	3	14	0	"R"	23	"0.0"	3		0	0			20	79	5549	5549	5549	5549
5550	271	89	31	32	26	0	"R"	24	"0.0"	3		0	0			20	89	5550	5550	5550	5550
5551	271	109	15	29	15	0	"R"	25	"0.0"	0		0	0			5	109	5551	5551	5551	5551
5552	271	115	33	19	23	0	"R"	26	"0.0"	0		0	0			20	115	5552	5552	5552	5552
5553	271	92	30	34	0	0	"F"	27	"0.0"	0		0	0			81	92	5553	5553	5553	5553
5554	271	108	30	33	0	0	"F"	28	"0.0"	0		0	0			81	108	5554	5554	5554	5554
5555	272	95	3	2	1	1	1	1	"10.0"	81	"47:51.4"	0	0			1	95	5555	5555	5555	5555
5556	272	77	6	28	11	2	2	2	"6.0"	81	"2.511"	0	0			1	77	5556	5556	5556	5556
5557	272	84	1	8	9	3	3	3	"4.0"	81	"52.487"	0	0			1	84	5557	5557	5557	5557
5558	272	22	17	14	5	4	4	4	"3.0"	81	"+1:10.530"	0	0			1	22	5558	5558	5558	5558
5559	272	44	27	26	12	5	5	5	"2.0"	80		0	0			11	44	5559	5559	5559	5559
5560	272	55	6	27	8	6	6	6	"1.0"	80		0	0			11	55	5560	5560	5560	5560
5561	272	49	15	30	10	7	7	7	"0.0"	80		0	0			11	49	5561	5561	5561	5561
5562	272	104	29	9	19	8	8	8	"0.0"	80		0	0			11	104	5562	5562	5562	5562
5563	272	94	18	23	18	9	9	9	"0.0"	79		0	0			12	94	5563	5563	5563	5563
5564	272	109	15	29	17	10	10	10	"0.0"	79		0	0			12	109	5564	5564	5564	5564
5565	272	116	27	25	20	11	11	11	"0.0"	79		0	0			12	116	5565	5565	5565	5565
5566	272	57	1	7	4	12	12	12	"0.0"	76		0	0			23	57	5566	5566	5566	5566
5567	272	105	18	24	16	0	"R"	13	"0.0"	69		0	0			22	105	5567	5567	5567	5567
5568	272	87	25	4	13	0	"R"	14	"0.0"	66		0	0			3	87	5568	5568	5568	5568
5569	272	98	33	20	25	0	"R"	15	"0.0"	56		0	0			6	98	5569	5569	5569	5569
5570	272	63	32	11	22	0	"R"	16	"0.0"	49		0	0			10	63	5570	5570	5570	5570
5571	272	101	31	31	24	0	"R"	17	"0.0"	49		0	0			5	101	5571	5571	5571	5571
